factor,direction,database,pathway_id,pathway_description,gene_ratio,bg_ratio,nominal_pvalue,fdr_bh,gene_count,enriched_genes,evidence_status
Factor15,Positive,GO_Biological_Process,GO:0032944,regulation of mononuclear cell proliferation,6/93,16/828,0.00539387025598826,0.084879903755597,6,PYCARD/CD6/CD3E/CD38/CDKN2A/CD1D,Exploratory
Factor15,Positive,GO_Biological_Process,GO:0045936,negative regulation of phosphate metabolic process,6/93,16/828,0.00539387025598826,0.084879903755597,6,PYCARD/CDA/MAPT/CDKN2A/PKIB/SFN,Exploratory
Factor15,Positive,GO_Biological_Process,GO:0070663,regulation of leukocyte proliferation,6/93,16/828,0.00539387025598826,0.084879903755597,6,PYCARD/CD6/CD3E/CD38/CDKN2A/CD1D,Exploratory
Factor15,Positive,GO_Biological_Process,GO:0002833,positive regulation of response to biotic stimulus,7/93,21/828,0.00559117773489051,0.0871921500819411,7,PYCARD/LY96/S100A9/TLR2/ESR1/AURKB/CD1D,Exploratory
Factor15,Positive,GO_Biological_Process,GO:0006974,DNA damage response,9/93,32/828,0.0060390647350817,0.0933359022895216,9,PYCARD/BATF/CHAF1B/EGLN3/CD44/MAPT/E2F1/CDKN2A/SFN,Exploratory
Factor15,Positive,GO_Biological_Process,GO:0051716,cellular response to stimulus,61/93,439/828,0.00645305688200595,0.0988516943606398,61,F2RL3/CD3D/TRBC1/PYCARD/TRBC2/LY96/TIMP1/RAB34/CD6/HLA-DQB1/CD2/TRAC/BATF/SOCS3/CD3E/CHAF1B/INSIG1/CD38/MMP9/S100A9/IGLC3/RASD1/CDC6/TLR2/EGLN3/SPHK1/IGHA1/EGR1/CXCL9/IGKC/CD44/ADGRD1/GNAL/DTX1/LIF/APOC3/CDA/HP/IGHG2/CYP3A7/MAPT/OSGIN1/ESR1/IGHM/IGHA2/IGHG3/ARFGEF3/MYOM1/E2F1/NRXN2/UBXN10/AURKB/CDKN2A/SMOC2/SLC39A4/SERPINE1/CCNE1/IGHG1/CTHRC1/SFN/NR4A3,Exploratory
Factor15,Positive,GO_Biological_Process,GO:0030307,positive regulation of cell growth,5/93,12/828,0.00671017722774674,0.099903069903963,5,CD38/S100A9/SPHK1/MAPT/SFN,Exploratory
Factor15,Positive,GO_Biological_Process,GO:0042326,negative regulation of phosphorylation,5/93,12/828,0.00671017722774674,0.099903069903963,5,PYCARD/MAPT/CDKN2A/PKIB/SFN,Exploratory
Factor15,Positive,GO_Biological_Process,GO:0051091,positive regulation of DNA-binding transcription factor activity,5/93,12/828,0.00671017722774674,0.099903069903963,5,PYCARD/S100A9/TLR2/SPHK1/ESR1,Exploratory
Factor15,Positive,GO_Biological_Process,GO:0045934,negative regulation of nucleobase-containing compound metabolic process,14/93,63/828,0.00675254718588311,0.099903069903963,14,ETV7/CD38/RASD1/CDC6/EGR1/MLIP/CDA/ESR1/E2F1/AURKB/CDKN2A/CCNE1/SFN/NR4A3,Exploratory
Factor15,Positive,GO_Biological_Process,GO:0031349,positive regulation of defense response,8/93,27/828,0.00684310595379633,0.100384884796792,8,PYCARD/LY96/S100A9/TLR2/ESR1/AURKB/CD1D/SERPINE1,Exploratory
Factor15,Positive,GO_Biological_Process,GO:0001892,embryonic placenta development,4/93,8/828,0.00733560135422967,0.102402628582029,4,SOCS3/LIF/TTPA/PHLDA2,Exploratory
Factor15,Positive,GO_Biological_Process,GO:0002532,production of molecular mediator involved in inflammatory response,4/93,8/828,0.00733560135422967,0.102402628582029,4,PYCARD/CD6/S100A9/SERPINE1,Exploratory
Factor15,Positive,GO_Biological_Process,GO:0008630,intrinsic apoptotic signaling pathway in response to DNA damage,4/93,8/828,0.00733560135422967,0.102402628582029,4,PYCARD/CD44/E2F1/SFN,Exploratory
Factor15,Positive,GO_Biological_Process,GO:0032757,positive regulation of interleukin-8 production,4/93,8/828,0.00733560135422967,0.102402628582029,4,PYCARD/CD2/TLR2/SERPINE1,Exploratory
Factor15,Positive,GO_Biological_Process,GO:0150076,neuroinflammatory response,4/93,8/828,0.00733560135422967,0.102402628582029,4,MMP9/TLR2/SPHK1/MAPT,Exploratory
Factor15,Positive,GO_Biological_Process,GO:1902806,regulation of cell cycle G1/S phase transition,4/93,8/828,0.00733560135422967,0.102402628582029,4,CDC6/E2F1/CDKN2A/CCNE1,Exploratory
Factor15,Positive,GO_Biological_Process,GO:0050790,regulation of catalytic activity,16/93,77/828,0.00756621510684816,0.104262064678741,16,PYCARD/TIMP1/APCS/MMP9/S100A9/CDC6/EGLN3/CD44/APOC3/HP/MAPT/ESR1/CDKN2A/PKIB/SERPINE1/SFN,Exploratory
Factor15,Positive,GO_Biological_Process,GO:0051090,regulation of DNA-binding transcription factor activity,6/93,17/828,0.0075892664064248,0.104262064678741,6,PYCARD/S100A9/TLR2/SPHK1/ESR1/CDKN2A,Exploratory
Factor15,Positive,GO_Biological_Process,GO:0001817,regulation of cytokine production,11/93,45/828,0.00779325926067231,0.106221510080502,11,PYCARD/LY96/CD6/CD2/BATF/CD3E/TLR2/SPHK1/EGR1/SERPINE1/NR4A3,Exploratory
Factor15,Positive,GO_Biological_Process,GO:0001816,cytokine production,11/93,46/828,0.00929497614573764,0.124725610141642,11,PYCARD/LY96/CD6/CD2/BATF/CD3E/TLR2/SPHK1/EGR1/SERPINE1/NR4A3,Exploratory
Factor15,Positive,GO_Biological_Process,GO:0022407,regulation of cell-cell adhesion,11/93,46/828,0.00929497614573764,0.124725610141642,11,PYCARD/CD6/HLA-DQB1/CD3E/CD44/DTX1/FGL1/CDKN2A/CD1D/SFN/NR4A3,Exploratory
Factor15,Positive,GO_Biological_Process,GO:0042129,regulation of T cell proliferation,5/93,13/828,0.00994590775139528,0.131570732709933,5,PYCARD/CD6/CD3E/CDKN2A/CD1D,Exploratory
Factor15,Positive,GO_Biological_Process,GO:0031327,negative regulation of cellular biosynthetic process,19/93,100/828,0.00995711495378463,0.131570732709933,19,ETV7/PYCARD/CD3E/INSIG1/CD38/RASD1/SPHK1/EGR1/MLIP/APOC3/MAPT/ESR1/E2F1/AURKB/CDKN2A/SERPINE1/CCNE1/SFN/NR4A3,Exploratory
Factor15,Positive,GO_Biological_Process,GO:0046651,lymphocyte proliferation,6/93,18/828,0.0103657702925297,0.135587402865719,6,PYCARD/CD6/CD3E/CD38/CDKN2A/CD1D,Exploratory
Factor15,Positive,GO_Biological_Process,GO:0045892,negative regulation of DNA-templated transcription,12/93,53/828,0.010463782769527,0.135587402865719,12,ETV7/CD38/RASD1/EGR1/MLIP/ESR1/E2F1/AURKB/CDKN2A/CCNE1/SFN/NR4A3,Exploratory
Factor15,Positive,GO_Biological_Process,GO:0010604,positive regulation of macromolecule metabolic process,26/93,152/828,0.0104960785580626,0.135587402865719,26,PYCARD/LY96/CD6/CD2/BATF/CD3E/CD38/MMP9/S100A9/TLR2/EGLN3/SPHK1/EGR1/MLIP/DTX1/LIF/MAPT/ESR1/MYOM1/E2F1/AURKB/CDKN2A/PKIB/SMOC2/SERPINE1/NR4A3,Exploratory
Factor15,Positive,GO_Biological_Process,GO:0001558,regulation of cell growth,8/93,29/828,0.0109241262686124,0.140071574599763,8,CD38/S100A9/SPHK1/CDA/MAPT/OSGIN1/CDKN2A/SFN,Exploratory
Factor15,Positive,GO_Biological_Process,GO:0009890,negative regulation of biosynthetic process,19/93,101/828,0.0111283724687188,0.140542631483804,19,ETV7/PYCARD/CD3E/INSIG1/CD38/RASD1/SPHK1/EGR1/MLIP/APOC3/MAPT/ESR1/E2F1/AURKB/CDKN2A/SERPINE1/CCNE1/SFN/NR4A3,Exploratory
Factor15,Positive,GO_Biological_Process,GO:0052547,regulation of peptidase activity,9/93,35/828,0.011385481612548,0.140542631483804,9,PYCARD/TIMP1/MMP9/S100A9/EGLN3/CD44/MAPT/CDKN2A/SERPINE1,Exploratory
Factor15,Positive,GO_Biological_Process,GO:0010605,negative regulation of macromolecule metabolic process,22/93,123/828,0.0114322534784458,0.140542631483804,22,ETV7/PYCARD/TIMP1/APCS/CD3E/CD38/MMP9/RASD1/CDC6/EGR1/MLIP/CD44/MAPT/ESR1/E2F1/AURKB/CDKN2A/PKIB/SERPINE1/CCNE1/SFN/NR4A3,Exploratory
Factor15,Positive,GO_Biological_Process,GO:0031323,regulation of cellular metabolic process,38/93,248/828,0.0114911259498192,0.140542631483804,38,ETV7/PYCARD/LY96/TIMP1/CD6/CD2/BATF/CD3E/INSIG1/CD38/MMP9/S100A9/RASD1/CDC6/DCXR/TLR2/SPHK1/EGR1/MLIP/DTX1/LIF/APOC3/CDA/HP/MAPT/ESR1/IGHM/MYOM1/E2F1/PHLDA2/AURKB/CDKN2A/PKIB/SMOC2/SERPINE1/CCNE1/SFN/NR4A3,Exploratory
Factor15,Positive,GO_Biological_Process,GO:0032729,positive regulation of type II interferon production,3/93,5/828,0.0116103964772871,0.140542631483804,3,PYCARD/CD2/CD3E,Exploratory
Factor15,Positive,GO_Biological_Process,GO:0048284,organelle fusion,3/93,5/828,0.0116103964772871,0.140542631483804,3,RAB34/SYT7/SPHK1,Exploratory
Factor15,Positive,GO_Biological_Process,GO:1901222,regulation of non-canonical NF-kappaB signal transduction,3/93,5/828,0.0116103964772871,0.140542631483804,3,PYCARD/TLR2/SPHK1,Exploratory
Factor15,Positive,GO_Biological_Process,GO:1901224,positive regulation of non-canonical NF-kappaB signal transduction,3/93,5/828,0.0116103964772871,0.140542631483804,3,PYCARD/TLR2/SPHK1,Exploratory
Factor15,Positive,GO_Biological_Process,GO:0006469,negative regulation of protein kinase activity,4/93,9/828,0.0120772876714917,0.141255303779406,4,PYCARD/CDKN2A/PKIB/SFN,Exploratory
Factor15,Positive,GO_Biological_Process,GO:0008637,apoptotic mitochondrial changes,4/93,9/828,0.0120772876714917,0.141255303779406,4,PYCARD/MMP9/CDKN2A/SFN,Exploratory
Factor15,Positive,GO_Biological_Process,GO:0009411,response to UV,4/93,9/828,0.0120772876714917,0.141255303779406,4,TIMP1/MMP9/SCARA3/AURKB,Exploratory
Factor15,Positive,GO_Biological_Process,GO:0042102,positive regulation of T cell proliferation,4/93,9/828,0.0120772876714917,0.141255303779406,4,PYCARD/CD6/CD3E/CD1D,Exploratory
Factor15,Positive,GO_Biological_Process,GO:0042113,B cell activation,4/93,9/828,0.0120772876714917,0.141255303779406,4,BATF/CD38/IGHM/CDKN2A,Exploratory
Factor15,Positive,GO_Biological_Process,GO:1902679,negative regulation of RNA biosynthetic process,12/93,54/828,0.0122065488923382,0.141808967333137,12,ETV7/CD38/RASD1/EGR1/MLIP/ESR1/E2F1/AURKB/CDKN2A/CCNE1/SFN/NR4A3,Exploratory
Factor15,Positive,GO_Biological_Process,GO:0019222,regulation of metabolic process,44/93,299/828,0.012353014213039,0.14255378401847,44,ETV7/PYCARD/LY96/TIMP1/CD6/CD2/APCS/BATF/CD3E/INSIG1/CD38/MMP9/S100A9/RASD1/CDC6/DCXR/TLR2/EGLN3/SPHK1/IGHA1/EGR1/MLIP/CD44/DTX1/LIF/JCHAIN/APOC3/CDA/HP/MAPT/ESR1/IGHM/IGHA2/MYOM1/E2F1/PHLDA2/AURKB/CDKN2A/PKIB/SMOC2/SERPINE1/CCNE1/SFN/NR4A3,Exploratory
Factor15,Positive,GO_Biological_Process,GO:0042127,regulation of cell population proliferation,22/93,124/828,0.0126156490170895,0.144620453301867,22,PYCARD/TIMP1/CD6/CD3E/CD38/MMP9/CDC6/TLR2/EGLN3/SPHK1/EGR1/CXCL9/LIF/ESR1/E2F1/PHLDA2/CDKN2A/CD1D/CCNE1/CTHRC1/SFN/NR4A3,Exploratory
Factor15,Positive,GO_Biological_Process,GO:0042325,regulation of phosphorylation,10/93,42/828,0.0135347711894901,0.153164615849881,10,PYCARD/CD3E/MMP9/CDC6/SPHK1/LIF/MAPT/CDKN2A/PKIB/SFN,Exploratory
Factor15,Positive,GO_Biological_Process,GO:0002696,positive regulation of leukocyte activation,8/93,30/828,0.013537946981532,0.153164615849881,8,PYCARD/CD6/HLA-DQB1/CD2/CD3E/CD38/CD1D/NR4A3,Exploratory
Factor15,Positive,GO_Biological_Process,GO:0032943,mononuclear cell proliferation,6/93,19/828,0.013797244326126,0.155084609925482,6,PYCARD/CD6/CD3E/CD38/CDKN2A/CD1D,Exploratory
Factor15,Positive,GO_Biological_Process,GO:0042098,T cell proliferation,5/93,14/828,0.0141150814635974,0.157633587183788,5,PYCARD/CD6/CD3E/CDKN2A/CD1D,Exploratory
Factor15,Positive,GO_Biological_Process,GO:1903039,positive regulation of leukocyte cell-cell adhesion,7/93,25/828,0.0158157066708917,0.174932320184199,7,PYCARD/CD6/HLA-DQB1/CD3E/CD44/CD1D/NR4A3,Exploratory
Factor15,Positive,GO_Biological_Process,GO:0042981,regulation of apoptotic process,17/93,90/828,0.0158661896412012,0.174932320184199,17,PYCARD/TIMP1/SOCS3/CD3E/CD38/MMP9/S100A9/EGLN3/SPHK1/EGR1/CD44/ESR1/E2F1/PHLDA2/AURKB/CDKN2A/SERPINE1,Exploratory
Factor15,Positive,GO_Biological_Process,GO:0009893,positive regulation of metabolic process,30/93,188/828,0.0160004822498281,0.175296422623117,30,PYCARD/LY96/CD6/CD2/BATF/CD3E/CD38/MMP9/S100A9/DCXR/TLR2/EGLN3/SPHK1/IGHA1/EGR1/MLIP/DTX1/LIF/JCHAIN/MAPT/ESR1/IGHA2/MYOM1/E2F1/AURKB/CDKN2A/PKIB/SMOC2/SERPINE1/NR4A3,Exploratory
Factor15,Positive,GO_Biological_Process,GO:0006259,DNA metabolic process,9/93,37/828,0.016548435493725,0.179419545785203,9,BATF/CHAF1B/CDC6/SPHK1/AURKB/CDKN2A/PKIB/SMOC2/CCNE1,Exploratory
Factor15,Positive,GO_Biological_Process,GO:0050867,positive regulation of cell activation,8/93,31/828,0.0165841290153856,0.179419545785203,8,PYCARD/CD6/HLA-DQB1/CD2/CD3E/CD38/CD1D/NR4A3,Exploratory
Factor15,Positive,GO_Biological_Process,GO:0010557,positive regulation of macromolecule biosynthetic process,21/93,120/828,0.0174877278581639,0.187368600901977,21,PYCARD/LY96/CD6/CD2/BATF/CD3E/CD38/TLR2/SPHK1/EGR1/MLIP/DTX1/LIF/ESR1/MYOM1/E2F1/CDKN2A/PKIB/SMOC2/SERPINE1/NR4A3,Exploratory
Factor15,Positive,GO_Biological_Process,GO:0019219,regulation of nucleobase-containing compound metabolic process,23/93,135/828,0.0175353629960256,0.187368600901977,23,ETV7/PYCARD/BATF/CD38/S100A9/RASD1/CDC6/TLR2/SPHK1/EGR1/MLIP/DTX1/LIF/CDA/ESR1/E2F1/AURKB/CDKN2A/PKIB/SMOC2/CCNE1/SFN/NR4A3,Exploratory
Factor15,Positive,GO_Biological_Process,GO:1902105,regulation of leukocyte differentiation,6/93,20/828,0.0179534301633919,0.188637055604916,6,CD2/APCS/BATF/DTX1/LIF/CDKN2A,Exploratory
Factor15,Positive,GO_Biological_Process,GO:0019882,antigen processing and presentation,4/93,10/828,0.0184169049088567,0.188637055604916,4,PYCARD/RAB34/HLA-DQB1/CD1D,Exploratory
Factor15,Positive,GO_Biological_Process,GO:0032637,interleukin-8 production,4/93,10/828,0.0184169049088567,0.188637055604916,4,PYCARD/CD2/TLR2/SERPINE1,Exploratory
Factor15,Positive,GO_Biological_Process,GO:0032677,regulation of interleukin-8 production,4/93,10/828,0.0184169049088567,0.188637055604916,4,PYCARD/CD2/TLR2/SERPINE1,Exploratory
Factor15,Positive,GO_Biological_Process,GO:0032760,positive regulation of tumor necrosis factor production,4/93,10/828,0.0184169049088567,0.188637055604916,4,PYCARD/LY96/CD2/TLR2,Exploratory
Factor15,Positive,GO_Biological_Process,GO:0071478,cellular response to radiation,4/93,10/828,0.0184169049088567,0.188637055604916,4,TIMP1/MMP9/EGR1/AURKB,Exploratory
Factor15,Positive,GO_Biological_Process,GO:1903557,positive regulation of tumor necrosis factor superfamily cytokine production,4/93,10/828,0.0184169049088567,0.188637055604916,4,PYCARD/LY96/CD2/TLR2,Exploratory
Factor15,Positive,GO_Biological_Process,GO:0051253,negative regulation of RNA metabolic process,12/93,57/828,0.0188013433451641,0.1914419137087,12,ETV7/CD38/RASD1/EGR1/MLIP/ESR1/E2F1/AURKB/CDKN2A/CCNE1/SFN/NR4A3,Exploratory
Factor15,Positive,GO_Biological_Process,GO:0031400,negative regulation of protein modification process,5/93,15/828,0.01932091458532,0.194444785739471,5,PYCARD/MAPT/CDKN2A/PKIB/SFN,Exploratory
Factor15,Positive,GO_Biological_Process,GO:0048144,fibroblast proliferation,5/93,15/828,0.01932091458532,0.194444785739471,5,CDC6/SPHK1/LIF/ESR1/E2F1,Exploratory
Factor15,Positive,GO_Biological_Process,GO:0043067,regulation of programmed cell death,17/93,92/828,0.019690737194838,0.195949572645517,17,PYCARD/TIMP1/SOCS3/CD3E/CD38/MMP9/S100A9/EGLN3/SPHK1/EGR1/CD44/ESR1/E2F1/PHLDA2/AURKB/CDKN2A/SERPINE1,Exploratory
Factor15,Positive,GO_Biological_Process,GO:0001932,regulation of protein phosphorylation,9/93,38/828,0.0196968374583016,0.195949572645517,9,PYCARD/CD3E/MMP9/CDC6/SPHK1/LIF/CDKN2A/PKIB/SFN,Exploratory
Factor15,Positive,GO_Biological_Process,GO:0016049,cell growth,8/93,32/828,0.0200991504421536,0.196488463928038,8,CD38/S100A9/SPHK1/CDA/MAPT/OSGIN1/CDKN2A/SFN,Exploratory
Factor15,Positive,GO_Biological_Process,GO:0031399,regulation of protein modification process,11/93,51/828,0.0204290900749201,0.196488463928038,11,PYCARD/CD3E/MMP9/CDC6/SPHK1/EGR1/LIF/MAPT/CDKN2A/PKIB/SFN,Exploratory
Factor15,Positive,GO_Biological_Process,GO:0051336,regulation of hydrolase activity,11/93,51/828,0.0204290900749201,0.196488463928038,11,PYCARD/TIMP1/APCS/MMP9/S100A9/EGLN3/CD44/APOC3/MAPT/CDKN2A/SERPINE1,Exploratory
Factor15,Positive,GO_Biological_Process,GO:0001836,release of cytochrome c from mitochondria,3/93,6/828,0.0213401682371295,0.196488463928038,3,PYCARD/MMP9/SFN,Exploratory
Factor15,Positive,GO_Biological_Process,GO:0003094,glomerular filtration,3/93,6/828,0.0213401682371295,0.196488463928038,3,IGHA1/JCHAIN/IGHA2,Exploratory
Factor15,Positive,GO_Biological_Process,GO:0032609,type II interferon production,3/93,6/828,0.0213401682371295,0.196488463928038,3,PYCARD/CD2/CD3E,Exploratory
Factor15,Positive,GO_Biological_Process,GO:0032649,regulation of type II interferon production,3/93,6/828,0.0213401682371295,0.196488463928038,3,PYCARD/CD2/CD3E,Exploratory
Factor15,Positive,GO_Biological_Process,GO:0033077,T cell differentiation in thymus,3/93,6/828,0.0213401682371295,0.196488463928038,3,CD3D/CD3E/CDKN2A,Exploratory
Factor15,Positive,GO_Biological_Process,GO:0033157,regulation of intracellular protein transport,3/93,6/828,0.0213401682371295,0.196488463928038,3,INSIG1/CDKN2A/SFN,Exploratory
Factor15,Positive,GO_Biological_Process,GO:0038061,non-canonical NF-kappaB signal transduction,3/93,6/828,0.0213401682371295,0.196488463928038,3,PYCARD/TLR2/SPHK1,Exploratory
Factor15,Positive,GO_Biological_Process,GO:0051055,negative regulation of lipid biosynthetic process,3/93,6/828,0.0213401682371295,0.196488463928038,3,INSIG1/SPHK1/APOC3,Exploratory
Factor15,Positive,GO_Biological_Process,GO:0072332,intrinsic apoptotic signaling pathway by p53 class mediator,3/93,6/828,0.0213401682371295,0.196488463928038,3,PYCARD/CD44/E2F1,Exploratory
Factor15,Positive,GO_Biological_Process,GO:0097205,renal filtration,3/93,6/828,0.0213401682371295,0.196488463928038,3,IGHA1/JCHAIN/IGHA2,Exploratory
Factor15,Positive,GO_Biological_Process,GO:0098581,detection of external biotic stimulus,3/93,6/828,0.0213401682371295,0.196488463928038,3,LY96/TLR2/CD1D,Exploratory
Factor15,Positive,GO_Biological_Process,GO:0031326,regulation of cellular biosynthetic process,32/93,208/828,0.0216348053828475,0.198147344538143,32,ETV7/PYCARD/LY96/CD6/CD2/BATF/CD3E/INSIG1/CD38/S100A9/RASD1/TLR2/SPHK1/EGR1/MLIP/DTX1/LIF/APOC3/MAPT/ESR1/IGHM/MYOM1/E2F1/PHLDA2/AURKB/CDKN2A/PKIB/SMOC2/SERPINE1/CCNE1/SFN/NR4A3,Exploratory
Factor15,Positive,GO_Biological_Process,GO:0032101,regulation of response to external stimulus,14/93,72/828,0.0224463768310121,0.203266724073466,14,PYCARD/LY96/APCS/SOCS3/MMP9/S100A9/TLR2/SPHK1/ESR1/AURKB/SMOC2/CD1D/SERPINE1/SFN,Exploratory
Factor15,Positive,GO_Biological_Process,GO:0065009,regulation of molecular function,19/93,108/828,0.0227750793414719,0.203266724073466,19,PYCARD/TIMP1/APCS/MMP9/S100A9/CDC6/TLR2/EGLN3/SPHK1/CD44/APOC3/HP/MAPT/ESR1/E2F1/CDKN2A/PKIB/SERPINE1/SFN,Exploratory
Factor15,Positive,GO_Biological_Process,GO:0006956,complement activation,6/93,21/828,0.0228983311347925,0.203266724073466,6,IGHA1/IGHG2/IGHM/IGHA2/IGHG3/IGHG1,Exploratory
Factor15,Positive,GO_Biological_Process,GO:0070661,leukocyte proliferation,6/93,21/828,0.0228983311347925,0.203266724073466,6,PYCARD/CD6/CD3E/CD38/CDKN2A/CD1D,Exploratory
Factor15,Positive,GO_Biological_Process,GO:0097193,intrinsic apoptotic signaling pathway,6/93,21/828,0.0228983311347925,0.203266724073466,6,PYCARD/MMP9/S100A9/CD44/E2F1/SFN,Exploratory
Factor15,Positive,GO_Biological_Process,GO:1903706,regulation of hemopoiesis,6/93,21/828,0.0228983311347925,0.203266724073466,6,CD2/APCS/BATF/DTX1/LIF/CDKN2A,Exploratory
Factor15,Positive,GO_Biological_Process,GO:0032103,positive regulation of response to external stimulus,9/93,39/828,0.0232607753446163,0.203601559396887,9,PYCARD/LY96/S100A9/TLR2/ESR1/AURKB/SMOC2/CD1D/SERPINE1,Exploratory
Factor15,Positive,GO_Biological_Process,GO:0097190,apoptotic signaling pathway,9/93,39/828,0.0232607753446163,0.203601559396887,9,PYCARD/CD3E/CD38/MMP9/S100A9/CD44/E2F1/SERPINE1/SFN,Exploratory
Factor15,Positive,GO_Biological_Process,GO:0010556,regulation of macromolecule biosynthetic process,30/93,193/828,0.0233157163930994,0.203601559396887,30,ETV7/PYCARD/LY96/CD6/CD2/BATF/CD3E/CD38/S100A9/RASD1/TLR2/SPHK1/EGR1/MLIP/DTX1/LIF/MAPT/ESR1/IGHM/MYOM1/E2F1/PHLDA2/AURKB/CDKN2A/PKIB/SMOC2/SERPINE1/CCNE1/SFN/NR4A3,Exploratory
Factor15,Positive,GO_Biological_Process,GO:0090304,nucleic acid metabolic process,24/93,146/828,0.023406533980347,0.203601559396887,24,ETV7/PYCARD/BATF/CHAF1B/CD38/S100A9/RASD1/CDC6/TLR2/SPHK1/EGR1/MLIP/DTX1/LIF/MAPT/ESR1/E2F1/AURKB/CDKN2A/PKIB/SMOC2/CCNE1/SFN/NR4A3,Exploratory
Factor15,Positive,GO_Biological_Process,GO:0006915,apoptotic process,20/93,116/828,0.0240438786993301,0.207702196782789,20,PYCARD/TIMP1/CD2/SOCS3/CD3E/CD38/MMP9/S100A9/TLR2/EGLN3/SPHK1/EGR1/CD44/ESR1/E2F1/PHLDA2/AURKB/CDKN2A/SERPINE1/SFN,Exploratory
Factor15,Positive,GO_Biological_Process,GO:0032496,response to lipopolysaccharide,8/93,33/828,0.0241179327286774,0.207702196782789,8,PYCARD/LY96/CD6/MMP9/TLR2/CXCL9/E2F1/SERPINE1,Exploratory
Factor15,Positive,GO_Biological_Process,GO:0141187,nucleic acid biosynthetic process,21/93,124/828,0.0251408759074919,0.215439882157765,21,ETV7/PYCARD/BATF/CD38/S100A9/RASD1/TLR2/SPHK1/EGR1/MLIP/DTX1/LIF/ESR1/E2F1/AURKB/CDKN2A/PKIB/SMOC2/CCNE1/SFN/NR4A3,Exploratory
Factor15,Positive,GO_Biological_Process,GO:0007005,mitochondrion organization,5/93,16/828,0.0256513892804708,0.217659582571054,5,PYCARD/MMP9/MAPT/CDKN2A/SFN,Exploratory
Factor15,Positive,GO_Biological_Process,GO:0045927,positive regulation of growth,5/93,16/828,0.0256513892804708,0.217659582571054,5,CD38/S100A9/SPHK1/MAPT/SFN,Exploratory
Factor15,Positive,GO_Biological_Process,GO:0001933,negative regulation of protein phosphorylation,4/93,11/828,0.0264881255970143,0.221502151731554,4,PYCARD/CDKN2A/PKIB/SFN,Exploratory
Factor15,Positive,GO_Biological_Process,GO:0010951,negative regulation of endopeptidase activity,4/93,11/828,0.0264881255970143,0.221502151731554,4,TIMP1/MMP9/CD44/SERPINE1,Exploratory
Factor15,Positive,GO_Biological_Process,GO:0050764,regulation of phagocytosis,4/93,11/828,0.0264881255970143,0.221502151731554,4,PYCARD/SYT7/TLR2/SPHK1,Exploratory
Factor15,Positive,GO_Biological_Process,GO:0009889,regulation of biosynthetic process,32/93,211/828,0.0266860710834452,0.222084562718479,32,ETV7/PYCARD/LY96/CD6/CD2/BATF/CD3E/INSIG1/CD38/S100A9/RASD1/TLR2/SPHK1/EGR1/MLIP/DTX1/LIF/APOC3/MAPT/ESR1/IGHM/MYOM1/E2F1/PHLDA2/AURKB/CDKN2A/PKIB/SMOC2/SERPINE1/CCNE1/SFN/NR4A3,Exploratory
Factor15,Positive,GO_Biological_Process,GO:0000122,negative regulation of transcription by RNA polymerase II,9/93,40/828,0.0272670909006172,0.225834135640997,9,ETV7/EGR1/MLIP/ESR1/E2F1/AURKB/CCNE1/SFN/NR4A3,Exploratory
Factor15,Positive,GO_Biological_Process,GO:0002237,response to molecule of bacterial origin,8/93,34/828,0.0286733303567981,0.23239342222207,8,PYCARD/LY96/CD6/MMP9/TLR2/CXCL9/E2F1/SERPINE1,Exploratory
Factor15,Positive,GO_Biological_Process,GO:0061024,membrane organization,8/93,34/828,0.0286733303567981,0.23239342222207,8,RAB34/CD2/INSIG1/SYT7/SPHK1/TTPA/NRXN2/AURKB,Exploratory
Factor15,Positive,GO_Biological_Process,GO:0070201,regulation of establishment of protein localization,8/93,34/828,0.0286733303567981,0.23239342222207,8,INSIG1/CD38/SYT7/TLR2/MAPT/MYOM1/CDKN2A/SFN,Exploratory
Factor15,Positive,GO_Biological_Process,GO:0008219,cell death,20/93,118/828,0.028730324873208,0.23239342222207,20,PYCARD/TIMP1/CD2/SOCS3/CD3E/CD38/MMP9/S100A9/TLR2/EGLN3/SPHK1/EGR1/CD44/ESR1/E2F1/PHLDA2/AURKB/CDKN2A/SERPINE1/SFN,Exploratory
Factor15,Positive,GO_Biological_Process,GO:0012501,programmed cell death,20/93,118/828,0.028730324873208,0.23239342222207,20,PYCARD/TIMP1/CD2/SOCS3/CD3E/CD38/MMP9/S100A9/TLR2/EGLN3/SPHK1/EGR1/CD44/ESR1/E2F1/PHLDA2/AURKB/CDKN2A/SERPINE1/SFN,Exploratory
Factor15,Positive,GO_Biological_Process,GO:0006959,humoral immune response,10/93,47/828,0.0293877341227226,0.235510035955708,10,HLA-DQB1/S100A9/IGHA1/CXCL9/JCHAIN/IGHG2/IGHM/IGHA2/IGHG3/IGHG1,Exploratory
